comp_id,smiles,quote_id,quote_entry,quote_price_USD,quote_amount_mg,quote_catalogue,tags,#curated YES,#curated NO,#curated INTERESTING
22012,CN1N=CC(C(=O)OCCCCC(C)(F)F)=C1N2C=CC=C2,834.0,Z4520431970,125.0,5.0,sRDB,Primer grip/N-pocket merge; acceptable; Fragmenstein placed; Green Site/RNA tunnel merge; AC curated INTERESTING; Knitwork pure merge,0,0,1
30886,O=C(NCC(O)CN1C=CC=N1)NC=2C=CC=C(Br)C2,835.0,Z8314582321,125.0,5.0,sRDB,Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; JA curated INTERESTING; Knitwork pure merge,0,0,1
4745,O=C1C=CC(=NN1CC2=NSC=3C=CC=CC23)C=4C=CC=NC4,836.0,Z8952182813,125.0,5.0,sRDB,acceptable; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; DF curated INTERESTING; Green Site/RNA tunnel merge; AC curated INTERESTING; Thumb Site 2 merge,0,0,2
1548,O=S(=O)(CCC=1C=NOC1)NC(C=2C=CC=CC2)C3=CC=CN=C3,837.0,Z9426627110,125.0,5.0,sRDB,acceptable; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; DF curated INTERESTING; Green Site/RNA tunnel merge; AC curated INTERESTING; Thumb Site 2 merge,0,0,2
1623,CCS(=O)(=O)NCC1=CN(CCCN2C=NC=N2)N=N1,,Z9426627126,$396.00 USD,15.0,sRDB,DF curated NO; Fragmenstein; acceptable; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge; AC curated INTERESTING; Thumb Site 2 merge,0,1,1
11480,CC(NC=1C=NC(=CN1)N2C=CC=C2)C=3C=CC=CN3,839.0,Z9426627520,125.0,5.0,sRDB,Fragmenstein; acceptable; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge; AC curated INTERESTING; Thumb Site 2 merge,0,0,1
15932,CCC=1N=C(SC1C(=O)OC(C)CC)N2C=CC=C2,840.0,Z9426627595,125.0,5.0,sRDB,Fragmenstein; acceptable; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge; AC curated INTERESTING,0,0,1
16080,CC(CNC(=O)C=1C=CC(=NC1)C=2N=CNN2)C3=NC=CN3,841.0,Z9426627598,125.0,5.0,sRDB,Knitwork impure merge; Fragmenstein placed; Fragmenstein; Primer grip/N-pocket merge; DF curated YES; Green Site/RNA tunnel merge; Knitwork pure merge,1,0,0
19774,CC(NC(=O)C=1C=CN=C(C1)N2C=CC=C2)C3=NC=CN3,842.0,Z9426627664,125.0,5.0,sRDB,Primer grip/N-pocket merge; acceptable; Fragmenstein placed; DF curated YES; Green Site/RNA tunnel merge; Knitwork pure merge,1,0,0
21752,O=C(CCCN1C=CN=C1)NC(CO)C(O)C=2C=CC=NC2,843.0,Z9426627698,125.0,5.0,sRDB,Green Site/RNA tunnel merge; Fragmenstein placed; acceptable; Primer grip/N-pocket merge; Fragmenstein pure merge; AC curated INTERESTING; Knitwork pure merge,0,0,1
40644,CC(C)C1=CSC(CCNS(=O)(=O)C2=COC=3C=CC=CC23)=N1,844.0,Z9426627920,125.0,5.0,sRDB,Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; JA curated INTERESTING; Knitwork pure merge,0,0,1
55174,C[C@H](O)CNC(=O)NC=1C=CN(N1)C=2N=CC=CN2,,Z9426634390,$396.00 USD,15.0,sRDB,acceptable; JA curated NO; Knitwork pure merge; LCD curated YES; Fragmenstein placed; Green Site/RNA tunnel merge; LCD curated INTERESTING; JA curated INTERESTING,1,1,2
60288,CC(C)(C)C=1C=NC(=C(C#N)C1)N2CCOC=3C=CC=CC3C2,846.0,Z9426627960,125.0,5.0,sRDB,Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; JA curated INTERESTING; Knitwork pure merge,0,0,1
69057,CC=1C=NC(=C(Cl)C1)N(C)CC2CCOC2,847.0,Z9426628035,125.0,5.0,sRDB,Fragmenstein placed; acceptable; DF curated INTERESTING; Fragmenstein pure merge; Thumb Site 2 merge,0,0,1
6567,CC[C@@H](NS(=O)(=O)CCC(C)C)C=1C=CC=CN1,848.0,Z2774704738,125.0,5.0,sRDB,Knitwork impure merge; Fragmenstein placed; acceptable; DF curated INTERESTING; Green Site/RNA tunnel merge; Thumb Site 2 merge,0,0,1
13884,CC(C)C[C@H](NC(=O)C1=CN=C(S1)C=2C=CC=CN2)C(F)(F)F,,Z3856530889,$396.00 USD,15.0,sRDB,acceptable; Fragmenstein placed; Fragmenstein; Primer grip/N-pocket merge; DF curated YES; Green Site/RNA tunnel merge; Knitwork pure merge,1,0,0
21233,C1=CN(C=N1)C=2C=C(C=CN2)C3=NN=C(O3)C=4C=CC=NC4,850.0,Z1661185374,187.0,5.0,mRDB,Fragmenstein pure merge; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; DF curated YES; Green Site/RNA tunnel merge; AC curated INTERESTING,1,0,1
33585,COC=1C=CC=2C=CC=C(NC(=O)NCC(C)O)C2N1,851.0,Z1565463331,187.0,5.0,mRDB,acceptable; Knitwork impure merge; Fragmenstein placed; Fragmenstein; Green Site/RNA tunnel merge; JA curated INTERESTING; Knitwork pure merge,0,0,1
4670,CCCC1=NN=C(NS(=O)(=O)C=2C=CC=3OCCOC3C2)S1,852.0,Z1366999927,187.0,5.0,mRDB,Knitwork impure merge; Fragmenstein placed; acceptable; Thumb Site 2 merge; Green Site/RNA tunnel merge; AC curated INTERESTING; Knitwork pure merge,0,0,1
983,CCS(=O)(=O)NCC1CCCC2CC12,853.0,Z2509405973,187.0,5.0,mRDB,Cavity B merge; Knitwork impure merge; Fragmenstein placed; Fragmenstein; DF curated INTERESTING; Green Site/RNA tunnel merge; Knitwork pure merge,0,0,1
1465,CCS(=O)(=O)NCC1CCCC2(CC2)C1,854.0,Z2512801959,187.0,5.0,mRDB,Fragmenstein; acceptable; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; DF curated INTERESTING; Green Site/RNA tunnel merge; Thumb Site 2 merge,0,0,1
14067,CCC1=NC=C(CNC(CCC=2C=CC=CC2)CC(=O)O)S1,855.0,Z2899420163,187.0,5.0,mRDB,Fragmenstein; acceptable; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge; AC curated INTERESTING,0,0,1
35325,CC1CC=2C=CC=CC2N(C1)C(=O)C(F)(F)C=3C=CC=NC3,856.0,Z3080751475,187.0,5.0,mRDB,Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; JA curated INTERESTING; Knitwork pure merge,0,0,1
1194,CCS(=O)(=O)NCC1C=CCCCC1,857.0,Z3337393275,187.0,5.0,mRDB,Cavity B merge; Fragmenstein; acceptable; Knitwork impure merge; Fragmenstein placed; DF curated INTERESTING; Green Site/RNA tunnel merge; Thumb Site 2 merge,0,0,1
5802,CC(C=1C=CC=CC1)S(=O)(=O)NC(C=2N=CC=CN2)C3CC3,858.0,Z3475395797,187.0,5.0,mRDB,Fragmenstein; acceptable; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; DF curated INTERESTING; Green Site/RNA tunnel merge; AC curated INTERESTING; Thumb Site 2 merge,0,0,2
5850,C=CC(C)(CC)NS(=O)(=O)C1=CSC=N1,859.0,Z3619730231,187.0,5.0,mRDB,Knitwork impure merge; Fragmenstein placed; acceptable; Thumb Site 2 merge; DF curated INTERESTING; Green Site/RNA tunnel merge; Knitwork pure merge,0,0,1
14066,CC(O)C1=NC=C(CNC(CCC=2C=CC=CC2)CC(=O)O)S1,860.0,Z3838487329,187.0,5.0,mRDB,DF curated NO; Fragmenstein; acceptable; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge; AC curated INTERESTING; Thumb Site 2 merge,0,1,1
5663,CC(CC(C)C(F)F)NS(=O)(=O)CC1=CSC=N1,861.0,Z4034768090,187.0,5.0,mRDB,Knitwork impure merge; Fragmenstein placed; acceptable; Thumb Site 2 merge; Green Site/RNA tunnel merge; AC curated INTERESTING; Knitwork pure merge,0,0,1
5927,CC(CS(=O)(=O)NC(C)C1=NC=CS1)C(C)(F)F,862.0,Z4264237449,187.0,5.0,mRDB,Knitwork impure merge; Fragmenstein placed; acceptable; Thumb Site 2 merge; DF curated INTERESTING; Green Site/RNA tunnel merge; Knitwork pure merge,0,0,1
6465,CC(CCNS(=O)(=O)CC=1C=CN=CC1)C(F)F,863.0,Z4278550576,187.0,5.0,mRDB,Knitwork impure merge; Fragmenstein placed; acceptable; Thumb Site 2 merge; DF curated INTERESTING; Green Site/RNA tunnel merge; Knitwork pure merge,0,0,1
22253,O=C(O)C1CCOC1CNCC2=CN=CS2,864.0,Z4405461689,187.0,5.0,mRDB,Primer grip/N-pocket merge; acceptable; Fragmenstein placed; AC curated INTERESTING; Knitwork pure merge,0,0,1
13838,CC(=O)NCCC(C)NC(=O)C1=CSC(=N1)C=2C=CC=CN2,865.0,Z9426627555,187.0,5.0,mRDB,Fragmenstein; acceptable; Fragmenstein pure merge; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge; AC curated INTERESTING; Thumb Site 2 merge,0,0,1
15070,CN(CCNC(=O)CC1CCCCO1)C(=O)C=2C=CC=NC2,866.0,Z9426627581,187.0,5.0,mRDB,Knitwork impure merge; Fragmenstein placed; Fragmenstein; Primer grip/N-pocket merge; Green Site/RNA tunnel merge; AC curated INTERESTING; Knitwork pure merge,0,0,1
16185,O=C1CN(CCN1C2=CC=CN=C2)C3=NC(=NS3)C4CCOC4,867.0,Z9426627605,187.0,5.0,mRDB,Primer grip/N-pocket merge; acceptable; Fragmenstein placed; Thumb Site 2 merge; Fragmenstein pure merge; AC curated INTERESTING; Knitwork pure merge,0,0,1
23751,CC(CNC(=O)NC1=NC=C(CC2CCOCC2)S1)S(N)(=O)=O,868.0,Z9426627799,187.0,5.0,mRDB,Knitwork impure merge; Fragmenstein placed; Fragmenstein; Primer grip/N-pocket merge; Green Site/RNA tunnel merge; AC curated INTERESTING; Knitwork pure merge,0,0,1
34696,C1=CC=2C=CC(=CC2O1)NCC3=CC=NN3C=4C=CC=CN4,869.0,Z9426627881,187.0,5.0,mRDB,Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; JA curated INTERESTING; Knitwork pure merge,0,0,1
9110,C1=COC(=N1)C=2C=CC=NC2,,Z1255505025,$96.00 USD,10.0,HTS,DF curated NO; Fragmenstein; acceptable; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge; Thumb Site 2 merge,0,1,0
61134,CS(=O)(=O)N1CCCC2=CC=CC=C21,,Z45614715,$96.00 USD,10.0,HTS,LCD curated YES; Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK,1,0,0
897,CCS(=O)(=O)NCC=1C=CC(=CC1)OCC=2C=CC=CN2,,Z805640618,$158.00 USD,10.0,HTS,Fragmenstein; acceptable; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Enamine_Order_1968912; Primer grip/N-pocket merge; DF curated INTERESTING; Green Site/RNA tunnel merge; JA curated YES; Thumb Site 2 merge,1,0,1
56786,O=C(CC1=NOC=2C=CC=CC12)NCCC3=CC=4C=CC=CC4O3,,Z1246834186,$96.00 USD,10.0,HTS,LCD curated YES; Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK,1,0,0
890,CCS(=O)(=O)NCC=1C=CN=CC1Cl,,Z2680349149,$288.00 USD,10.0,sRDB,Cavity B merge; Fragmenstein; acceptable; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Enamine_Order_1968912; Primer grip/N-pocket merge; DF curated INTERESTING; Green Site/RNA tunnel merge; JA curated YES; Thumb Site 2 merge,1,0,1
886,CCS(=O)(=O)NCC=1N=CC=CC1Cl,,Z3016999067,$288.00 USD,10.0,sRDB,Cavity B merge; Fragmenstein; Knitwork impure merge; Fragmenstein placed; Enamine_Order_1968912; Primer grip/N-pocket merge; DF curated INTERESTING; Green Site/RNA tunnel merge; JA curated YES,1,0,1
70856,FC(C=C1)=CC=C1N2C(NC(NC[C@@H](C)O)=O)=CC(C)=N2,,Z1563517193,$264.00 USD,10.0,sRDB,,0,0,0
70857,O=C1CCCN1CCNC(C2(CC2)C3=CC=C(F)C=N3)=O,,Z4123977992,$264.00 USD,10.0,sRDB,,0,0,0
8457,C1=CSC(=N1)C=2C=CC=CN2,,Z1198316693,$264.00 USD,10.0,sRDB,DF curated NO; Fragmenstein; acceptable; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge; Thumb Site 2 merge,0,1,0
341,C=1C=C(N=CN1)N2CCCC2,,Z1528977852,$264.00 USD,10.0,sRDB,Cavity B merge; DF curated NO; Fragmenstein; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge; Thumb Site 2 merge,0,1,0
43832,C1=NC(=CS1)C=2C=CC=3NCCC3C2,,Z1269240984,$264.00 USD,10.0,sRDB,Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; LCD curated INTERESTING,0,0,1
65264,N#CCS(=O)(=O)N1CCCC2=CC=CC=C21,,Z871802530,$264.00 USD,10.0,sRDB,LCD curated YES; Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK,1,0,0
48706,NC1=NC(=CS1)C=2N=CC=C3C=CC=CC23,,Z1607200474,$288.00 USD,10.0,sRDB,Green Site/RNA tunnel merge; LCD curated YES; Fragmenstein placed; acceptable; Enamine_Order_1968912; JA curated YES; Knitwork pure merge,2,0,0
49503,CC1=NC(=CS1)CNC=2N=CC=C3C=CC=CC23,,Z3239761394,$264.00 USD,10.0,sRDB,LCD curated YES; Fragmenstein placed; acceptable; JA curated NO; Green Site/RNA tunnel merge; LCD curated INTERESTING; Knitwork pure merge,1,1,1
10564,O=C(O)C1=CC(=CN1)S(=O)(=O)NCC=2C=CN=CC2,,Z359354252,$264.00 USD,10.0,sRDB,DF curated NO; Fragmenstein; acceptable; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge; Thumb Site 2 merge,0,1,0
29512,O=C(NC=1C=CC(Cl)=C2N=CC=CC12)C3=CN=CO3,,Z1526959590,$264.00 USD,10.0,sRDB,Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; LCD curated INTERESTING,0,0,1
40797,C[C@H](NC(=O)CCN1CCCC1=O)C=2C=CC=CN2,,Z1081093460,$264.00 USD,10.0,sRDB,LCD curated YES; Fragmenstein placed; acceptable; JA curated NO; Green Site/RNA tunnel merge; LCD curated INTERESTING; Knitwork pure merge,1,1,1
31409,O=C(NC=1C=CC(OC(F)F)=C2N=CC=CC12)C=3C=CC=CN3,,Z775226296,$264.00 USD,10.0,sRDB,Fragmenstein; acceptable; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge; LCD curated INTERESTING,0,0,1
33434,CC(O)CNC(=O)NC1=CC=CC=2C=CC=NC12,,Z411183006,$142.00 USD,10.0,Legacy,Fragmenstein; acceptable; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; Knitwork pure merge; LCD curated YES; Knitwork impure merge; Fragmenstein placed; Enamine_Order_1968912; Green Site/RNA tunnel merge; JA curated YES,2,0,0
28106,O=C(OCCN1CCCC=2C=CC=CC21)C=3N=CSC3Br,,Z2101833350,$264.00 USD,10.0,sRDB,LCD curated YES; Fragmenstein placed; acceptable; JA curated NO; Green Site/RNA tunnel merge; LCD curated INTERESTING; Knitwork pure merge,1,1,1
36233,FC=1C=CC=2CCCN(CC3=CN=CN3)C2C1,,Z1631624196,$264.00 USD,10.0,sRDB,LCD curated YES; Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK,1,0,0
4091,O=C(OCCCN1CCCC1=O)C=2C=CN=C(C2)C3CC3,,Z1647127529,$264.00 USD,10.0,sRDB,Fragmenstein; JA curated NO; acceptable; Knitwork pure merge; LCD curated YES; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge,1,1,0
28628,O=C(NCCC=1C=CC=C2C=CC=CC12)C=3C=CC=C4C=CNC34,,Z1273460031,$264.00 USD,10.0,sRDB,Fragmenstein; acceptable; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; Knitwork pure merge; LCD curated YES; Knitwork impure merge; Fragmenstein placed; Green Site/RNA tunnel merge,1,0,0
29796,C1=NC(=CS1)C=2C=CC=3C=NC=CC3C2,,Z2204882262,$264.00 USD,10.0,sRDB,Fragmenstein; JA curated NO; acceptable; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; Knitwork pure merge; LCD curated YES; Knitwork impure merge; Fragmenstein placed; Green Site/RNA tunnel merge; LCD curated INTERESTING,1,1,1
55598,CC(O)CNC(=O)NC1=CC=CC(=C1)N2C=CC=N2,,Z436033996,$288.00 USD,10.0,sRDB,acceptable; Knitwork pure merge; LCD curated YES; Fragmenstein placed; Enamine_Order_1968912; Green Site/RNA tunnel merge; JA curated YES; LCD curated INTERESTING; JA curated INTERESTING,2,0,2
34701,CC(O)CNC(=O)NC1=CC=CC=2C=CNC12,,Z1733674052,$288.00 USD,10.0,sRDB,acceptable; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; Knitwork pure merge; LCD curated YES; Knitwork impure merge; Fragmenstein placed; Enamine_Order_1968912; Green Site/RNA tunnel merge; JA curated YES,2,0,0
55155,COCCCN1C=CC(=N1)NC(=O)NC[C@H](C)O,,Z1865933998,$264.00 USD,10.0,sRDB,LCD curated YES; Fragmenstein placed; acceptable; JA curated NO; Green Site/RNA tunnel merge; LCD curated INTERESTING; Knitwork pure merge,1,1,1
55856,CC=1C=CN(N1)C2=CC=CC(=C2)NC(=O)NCC(C)O,,Z1011525412,$288.00 USD,10.0,sRDB,acceptable; Knitwork pure merge; LCD curated YES; Fragmenstein placed; Enamine_Order_1968912; Green Site/RNA tunnel merge; JA curated YES; LCD curated INTERESTING,2,0,1
55156,C[C@H](O)CNC(=O)NC1=CC(=NN1C)C=2C=CSC2,,Z1903615068,$264.00 USD,10.0,sRDB,LCD curated YES; Fragmenstein placed; acceptable; JA curated NO; Green Site/RNA tunnel merge; Knitwork pure merge,1,1,0
54123,CC1=CN(N=C1NC(=O)NCC(C)O)C2CCCCC2,,Z1657242856,$288.00 USD,10.0,sRDB,Green Site/RNA tunnel merge; LCD curated YES; Fragmenstein placed; acceptable; Enamine_Order_1968912; JA curated YES; Knitwork pure merge,2,0,0
56548,C[C@@H](O)CNC(=O)NC=1C=C(C2CC2)N(C)N1,,Z2171912904,$264.00 USD,10.0,sRDB,LCD curated YES; Fragmenstein placed; acceptable; JA curated NO; Green Site/RNA tunnel merge; LCD curated INTERESTING; Knitwork pure merge,1,1,1
12690,CC(C)(C(=O)O)N1C=C(C=N1)NC(=O)CCC=2C=CC=CN2,,Z1991859620,$264.00 USD,10.0,sRDB,Fragmenstein; JA curated NO; acceptable; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; Knitwork pure merge; LCD curated YES; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge,1,1,0
34650,C1=CC=2C=CC(=CC2O1)NCC=3C=CC=CN3,,Z1797122493,$264.00 USD,10.0,sRDB,Fragmenstein; JA curated NO; acceptable; Knitwork pure merge; LCD curated YES; Fragmenstein placed; Green Site/RNA tunnel merge; LCD curated INTERESTING,1,1,1
28301,CCN1C=C(C=N1)NC(=O)CCCC2=CSC=3C=CC=CC23,,Z1389535619,$264.00 USD,10.0,sRDB,Fragmenstein; acceptable; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; Knitwork pure merge; LCD curated YES; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge,1,0,0
45268,C[C@H](O)CNC(=O)NC1=CC=CC(=N1)C2CC2,,Z2295144365,$264.00 USD,10.0,sRDB,LCD curated YES; Fragmenstein placed; acceptable; JA curated NO; Green Site/RNA tunnel merge; LCD curated INTERESTING; Knitwork pure merge,1,1,1
36698,CCC(CC)(CO)CNC(=O)NC=1C=CC=2NCCCC2C1,,Z2356456955,$264.00 USD,10.0,sRDB,Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; LCD curated INTERESTING,0,0,1
65691,O=C(NCCN1CCCC1=O)C=2C=C(O)N=C3C=CC=CC23,,Z2484804112,$264.00 USD,10.0,sRDB,LCD curated YES; Fragmenstein placed; acceptable; JA curated NO; Green Site/RNA tunnel merge; Knitwork pure merge,1,1,0
54938,[O-][N+](=O)C1=CC=C2N=CC=C(NCCCN3CCCCC3=O)C2=C1,,Z2769730005,$264.00 USD,10.0,sRDB,LCD curated YES; Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK,1,0,0
4093,O=C(NCCN1CCCC1=O)C2(CC2)C=3C=CC=CN3,,Z2779839306,$264.00 USD,10.0,sRDB,Fragmenstein; JA curated NO; acceptable; Knitwork pure merge; LCD curated YES; Knitwork impure merge; Fragmenstein placed; Green Site/RNA tunnel merge,1,1,0
20299,O=C(NC=1C=CC=NC1C2CC2)C=3C=NNC3,,Z2965525309,$264.00 USD,10.0,sRDB,acceptable; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; Knitwork pure merge; LCD curated YES; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge,1,0,0
65434,COC1=CC=C2C=CC=NC2=C1CNC(=O)CCN3CCCC3=O,,Z3060955806,$264.00 USD,10.0,sRDB,LCD curated YES; Fragmenstein placed; acceptable; JA curated NO; Green Site/RNA tunnel merge; Knitwork pure merge,1,1,0
41689,O=C1CCCN1CCNS(=O)(=O)C2=CC=NN2C3CCCC3,,Z3472186747,$264.00 USD,10.0,sRDB,LCD curated YES; Fragmenstein placed; acceptable; JA curated NO; Green Site/RNA tunnel merge; LCD curated INTERESTING; Knitwork pure merge,1,1,1
56765,C[C@@H](O)CNC(=O)NC=1C=CN(N1)C2CCC2,,Z4195014172,$264.00 USD,10.0,sRDB,LCD curated YES; Fragmenstein placed; acceptable; JA curated NO; Green Site/RNA tunnel merge; LCD curated INTERESTING; Knitwork pure merge,1,1,1
54945,CC1=CC(=NN1C2CC2)NC(=O)NC[C@@H](C)O,,Z4345280131,$264.00 USD,10.0,sRDB,LCD curated YES; Fragmenstein placed; acceptable; JA curated NO; Green Site/RNA tunnel merge; LCD curated INTERESTING; Knitwork pure merge,1,1,1
43304,CSCC[C@H](CO)NC(=O)C(=O)NC=1C=CC=C2NC=CC12,,Z4915776383,$264.00 USD,10.0,sRDB,LCD curated YES; Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; LCD curated INTERESTING,1,0,1
61386,C1=CC(CN[C@H]2CCCC=3C=CC=NC32)=C(N=C1)N4CCCC4,,Z5058703383,$264.00 USD,10.0,sRDB,LCD curated YES; Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK,1,0,0
30431,O=C(N[C@H]1CCN(C1)C=2C=CC=CN2)C=3C=CC4=NC=NN4C3,,Z5388797418,$264.00 USD,10.0,sRDB,Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; LCD curated INTERESTING,0,0,1
68415,CN(C[C@H]1CCNC1)C=2C=CC3=CC=CC=C3N2,,Z5529343185,$264.00 USD,10.0,sRDB,Green Site/RNA tunnel merge; DF curated NO; Fragmenstein placed; acceptable; Fragmenstein pure merge,0,1,0
35920,O=C(CCCC=1C=CN=CC1)NCC2=COC=3C=CC=CC23,,Z7669233711,$264.00 USD,10.0,sRDB,LCD curated YES; Fragmenstein placed; acceptable; JA curated NO; Green Site/RNA tunnel merge; LCD curated INTERESTING; Knitwork pure merge,1,1,1
55535,O=C(CC1=CC=2C=CC=CC2O1)NCC3=NSC=4C=CC=CC34,,Z7679539119,$264.00 USD,10.0,sRDB,LCD curated YES; Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK,1,0,0
29888,O=C(NC=1C(Br)=CC=C2N=CC=CC12)C3=CSC=N3,,Z7694465713,$264.00 USD,10.0,sRDB,Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; LCD curated INTERESTING,0,0,1
30047,O=C(NC=1C(Br)=CC=C2N=CC=CC12)C3=CN=CS3,,Z7694466432,$264.00 USD,10.0,sRDB,Fragmenstein; acceptable; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge; LCD curated INTERESTING,0,0,1
29647,C1=CC=2C=CC=C(C3=CN=CO3)C2N1,,Z8992741758,$264.00 USD,10.0,sRDB,Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; LCD curated INTERESTING,0,0,1
2664,CC(NS(=O)(=O)CC#N)C=1N=CC=CN1,,Z3002803390,$288.00 USD,10.0,sRDB,Fragmenstein; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Enamine_Order_1968912; DF curated INTERESTING; Green Site/RNA tunnel merge; JA curated YES; Thumb Site 2 merge,1,0,1
68642,NC1=NC(=CS1)C=2C=CC(=CC2)NC=3C=CC=CC3,,Z9471938617,$264.00 USD,10.0,sRDB,DF curated NO; Fragmenstein placed; acceptable; Fragmenstein pure merge; Thumb Site 2 merge,0,1,0
56537,BrC=1C=CN=C2C(=CC=CC12)NCC=3C=CN=CC3,,Z9471938625,$264.00 USD,10.0,sRDB,LCD curated YES; Fragmenstein placed; acceptable; JA curated NO; Green Site/RNA tunnel merge; LCD curated INTERESTING; Knitwork pure merge,1,1,1
