Retro_OK_batch2-2024-12-12-A,,,,,,,,,,,,,,,,,,,,,,,,,,
smiles,name,SLURM_JOB_ID,fragmenstein_runtime,Multi-SuCOS,HIPPO Pose ID,HIPPO Compound ID,_id,merge_set,original ID,SLURM_JOB_NAME,csv_name,scratch_subdir,fragmenstein_outcome,fragmenstein_mode,fragmenstein_error,inspiration_1,inspiration_2,inspiration_3,red,red-text,blue,blue-text,green,green-text,purple,purple-text
Cc1nccc(NC(=O)NC[C@H](C)O)c1Cl,v1174a,217079,4.239038,0.622558,95634,49634,5282,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,GWRUXBZSIANIIA-LURJTMIESA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C49634-P102,acceptable,expansion,None,z0211a,z0637a,,TRUE,red,,,,,,
Cc1cc(NC(=O)NC[C@H](C)O)cc(C#N)n1,v1175a,217079,3.159092,0.721721,95689,49902,5283,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,JDBGZCQVYCOVGK-QMMMGPOBSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C49902-P151,acceptable,expansion,None,z0211a,z0637a,,TRUE,red,,,,,,
Cc1nc(C(F)(F)F)ccc1NC(=O)NC[C@H](C)O,v1176a,217079,4.273605,0.679978,95706,49943,5284,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,OQYDBCOBZAVKMW-LURJTMIESA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C49943-P151,acceptable,expansion,None,z0211a,z0637a,,TRUE,red,,,,,,
Cc1nc(F)ccc1NC(=O)NC[C@H](C)O,v1177a,217079,2.730372,0.735044,95730,50402,5285,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,JXFWDRZDZBVDAL-LURJTMIESA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C50402-P102,acceptable,expansion,None,z0211a,z0637a,,TRUE,red,,,,,,
CC(=O)c1csc(-c2nccc3ccccc23)n1,v1178a,217076,1.934338,0.732745,95738,48477,5286,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,MKYSFVXFAWJDCJ-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217076/C48477-P136,acceptable,expansion,None,z0111a,z0496a,,TRUE,red,,,,,,
Cc1nc(F)ccc1NC(=O)NC[C@H](C)O,v1177b,217079,5.365227,0.755983,95739,50402,5287,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,JXFWDRZDZBVDAL-LURJTMIESA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C50402-P151,acceptable,expansion,None,z0211a,z0637a,,TRUE,red,,,,,,
Nc1nc(-c2nccc3ccccc23)cs1,v1180a,217076,1.774051,0.836639,95763,48706,5288,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,YLNUDNTUPQXQBM-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217076/C48706-P136,acceptable,expansion,None,z0111a,z0496a,,,,TRUE,blue,,,,
C[C@H](O)CNC(=O)Nc1cncc(Cl)c1,v1181a,217079,3.627149,0.561132,95774,50592,5289,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,HNIDIRNCXQONKP-LURJTMIESA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C50592-P102,acceptable,expansion,None,z0211a,z0637a,,TRUE,red,,,,,,
C[C@H](O)CNC(=O)Nc1cncc(Cl)c1,v1181b,217079,2.079744,0.725853,95778,50592,5290,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,HNIDIRNCXQONKP-LURJTMIESA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C50592-P151,acceptable,expansion,None,z0211a,z0637a,,TRUE,red,,,,,,
Nc1csc(-c2nccc3ccccc23)n1,v1183a,217076,1.912735,0.755266,95957,49455,5291,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,BXXSTDNXQYXVHZ-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217076/C49455-P136,acceptable,expansion,None,z0111a,z0496a,,TRUE,red,,,,,,
Cc1nc(CNc2nccc3ccccc23)cs1,v1184a,217076,2.335611,0.748825,95988,49503,5292,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,QYRRPPSGQNMPRP-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217076/C49503-P136,acceptable,expansion,None,z0111a,z0496a,,TRUE,red,,,,,,
Brc1ccnc2c(NCc3ccncc3)cccc12,v1185a,217074,2.851921,0.624001,96212,56537,5293,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,ZFGFQBONQPPJMM-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217074/C56537-P105,acceptable,expansion,None,z0221a,z1040a,,TRUE,red,,,,,,
Cc1ccc(NC(=O)c2cccnc2)c2cccnc12,v1186a,217074,2.795963,0.570457,96479,30876,5294,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,CKIOSIPIGDGSDU-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217074/C30876-P105,acceptable,expansion,None,z0221a,z1040a,,,,,,TRUE,green,,
COC(=O)COc1ccc(NC(=O)c2cccnc2)c2cccnc12,v1187a,217074,9.124221,0.472241,96633,33413,5295,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,LOVBDSCQDDAQEY-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217074/C33413-P105,acceptable,expansion,None,z0221a,z1040a,,TRUE,red,,,,,,
O=C(Nc1ccc(Br)c2ncccc12)c1cccnc1,v1188a,217074,3.363968,0.557227,96667,33595,5296,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,LRZYCVXVAGXAFJ-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217074/C33595-P105,acceptable,expansion,None,z0221a,z1040a,,TRUE,red,,,,,,
O=C(Nc1ccc(N2CCCCC2)c2ncccc12)c1cccnc1,v1189a,217074,6.314294,0.476967,96691,33788,5297,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,HUWIWVHMYAKUTO-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217074/C33788-P105,acceptable,expansion,None,z0221a,z1040a,,TRUE,red,,,,,,
CCOC(=O)c1c(Cl)oc2c(OC)cccc12,v1190a,217073,2.152306,0.610347,97091,52166,5298,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,RGIXQTOAEGWZDT-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch002,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch002.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217073/C52166-P217,acceptable,expansion,None,z0628a,3vws-b,,TRUE,red,,,,,,
CCOC(=O)c1c(Br)oc2c(OC)cccc12,v1191a,217073,2.331865,0.609118,97129,52258,5299,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,NOCNZASFLZOEDU-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch002,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch002.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217073/C52258-P217,acceptable,expansion,None,z0628a,3vws-b,,TRUE,red,,,,,,
O=S(=O)(NCc1coc2ccccc12)c1c[nH]c2cc(Cl)ccc12,v1192a,217076,4.277477,0.763023,97214,35998,5300,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,FMEDJSBUXOCMLB-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217076/C35998-P82,acceptable,expansion,None,z0041a,3vws-b,,TRUE,red,,,,,,
O=C(NCc1coc2ccccc12)c1c[nH]c2ccc(Br)cc12,v1193a,217076,1.906229,0.690836,97387,36304,5301,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,VIZZVCMSLWTTNG-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217076/C36304-P82,acceptable,expansion,None,z0041a,3vws-b,,TRUE,red,,,,,,
O=C(NCCc1c[nH]c2ccccc12)c1coc2ccccc12,v1194a,217076,4.241143,0.810642,97521,36439,5302,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,HFHDXRSWGDLOJI-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217076/C36439-P82,acceptable,expansion,None,z0041a,3vws-b,,TRUE,red,,,,,,
OC[C@H]1c2ccccc2OCCN1CCc1ccc2occc2c1,v1195a,217083,2.600663,0.649246,97601,53682,5303,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,FIAQTEJONVUICB-SFHVURJKSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C53682-P144,acceptable,expansion,None,z0581a,3vws-a,,TRUE,red,,,,,,
CCOC(=O)c1c(C(C)(C)C)oc2ccc(OCC#N)cc12,v1196a,217073,6.318376,0.610173,97680,54279,5304,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,UTHDMBMEFZHWNK-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch002,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch002.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217073/C54279-P217,acceptable,expansion,None,z0628a,3vws-b,,TRUE,red,,,,,,
CCOC(=O)c1c(C)oc2ccc(OCC#N)cc12,v1197a,217073,3.216982,0.662293,97710,54327,5305,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,DXXUVLBRVGNWBD-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch002,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch002.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217073/C54327-P217,acceptable,expansion,None,z0628a,3vws-b,,TRUE,red,,,,,,
O=C(COC(=O)c1coc2ccccc12)c1c[nH]c2ccccc12,v1198a,217076,4.258364,0.814347,97763,37081,5306,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,CZASWVPLTOEVBR-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217076/C37081-P82,acceptable,expansion,None,z0041a,3vws-b,,,,,,,,TRUE,purple
O=C(OCc1cc(-c2cc3ccccc3o2)on1)C(=O)c1c[nH]c2ccccc12,v1199a,217076,5.659309,0.627201,98056,31116,5307,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,NHWWVGMPOUZEOS-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217076/C31116-P82,acceptable,expansion,None,z0041a,3vws-b,,TRUE,red,,,,,,
Cc1cc(NC(=O)NC[C@H](C)O)nn1CC(F)(F)F,v1200a,217083,11.082007,0.726757,98190,54733,5308,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,OHJDLUXFTXKBRG-ZETCQYMHSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C54733-P104,acceptable,expansion,None,z0211a,z0215a,,,,,,TRUE,green,,
Cc1[nH]ncc1-c1nnc(NC(=O)NC[C@@H](C)O)s1,v1201a,217083,4.651742,0.545998,98266,54903,5309,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,YEZOTGZZHJHWBN-RXMQYKEDSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C54903-P104,acceptable,expansion,None,z0211a,z0215a,,TRUE,red,,,,,,
Cc1cc(NC(=O)NC[C@@H](C)O)nn1C1CC1,v1202a,217083,5.450071,0.7715,98289,54945,5310,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,GZPXXQDQKSPFSB-MRVPVSSYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C54945-P104,acceptable,expansion,None,z0211a,z0215a,,TRUE,red,,,,,,
c1ccc(N2CCOc3ccccc3C2)nc1,v1203a,217082,2.031196,0.843983,100189,32376,5311,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,ZLBFYANSAYZPQU-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch011,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch011.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217082/C32376-P144,acceptable,expansion,None,d0472b,z0581a,,,,TRUE,blue,,,,
COCCCn1ccc(NC(=O)NC[C@H](C)O)n1,v1204a,217083,4.600829,0.664179,98391,55155,5312,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,VEAPMNAYWNOMRJ-VIFPVBQESA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C55155-P104,acceptable,expansion,None,z0211a,z0215a,,TRUE,red,,,,,,
C[C@@H](O)CNC(=O)Nc1ccn(-c2ncccn2)n1,v1205a,217083,4.503808,0.596831,98416,55174,5313,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,VRFUMBMWIYOQKS-MRVPVSSYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C55174-P102,acceptable,expansion,None,z0211a,z0215a,,,,,,TRUE,green,,
COC(=O)c1cc(NC(=O)NC[C@H](C)O)nn1C,v1206a,217083,3.844751,0.720031,98483,55262,5314,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,WVGFLLFSIMGYJN-LURJTMIESA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C55262-P102,acceptable,expansion,None,z0211a,z0215a,,TRUE,red,,,,,,
c1ccc(-n2nccc2CNc2ccc3ccoc3c2)nc1,v1207a,217071,20.099636,0.485412,98497,34696,5315,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,MRQPOWXDFMVROF-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch000,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217071/C34696-P151,acceptable,expansion,None,z0637a,3vws-b,,,,,,TRUE,green,,
C[C@@H](O)CNC(=O)Nc1cnn(-c2nccs2)c1,v1208a,217083,5.33689,0.709068,98654,35052,5316,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,XGNMKLRZPGUESC-SSDOTTSWSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C35052-P104,acceptable,expansion,None,z0211a,z0215a,,TRUE,red,,,,,,
Cc1cccc2c(CCNCc3cc4ccccc4o3)c[nH]c12,v1209a,217076,3.968724,0.663846,98663,38717,5317,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,OOGKXLHLVVKBFE-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch005.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217076/C38717-P82,acceptable,expansion,None,z0041a,3vws-b,,TRUE,red,,,,,,
Cc1cc(NC(=O)NC[C@@H](C)O)n(-c2ccccc2)n1,v1210a,217083,6.014448,0.649671,98948,55996,5318,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,FGZCUNYQGFTGLS-LLVKDONJSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C55996-P104,acceptable,expansion,None,z0211a,z0215a,,,,,,TRUE,green,,
CC(C)n1ccc(NC(=O)NC[C@H](C)O)n1,v1211a,217083,4.665824,0.649814,99067,56357,5319,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,GWSAGQSEASVBAY-QMMMGPOBSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C56357-P104,acceptable,expansion,None,z0211a,z0215a,,TRUE,red,,,,,,
C[C@@H](O)CNC(=O)Nc1cc(C2CC2)n(C)n1,v1212a,217083,4.798723,0.691939,99180,56548,5320,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,GLKYHQBKOTZYGD-SSDOTTSWSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C56548-P102,acceptable,expansion,None,z0211a,z0215a,,TRUE,red,,,,,,
CCC(=O)Nc1ccccn1,v1213a,217075,1.672874,0.612826,115409,34580,5321,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,DCGZZKDVNPMJHZ-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch004,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch004.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217075/C34580-P41,acceptable,expansion,None,d0472b,z0384a,,,,,,TRUE,green,,
C[C@H](O)CNC(=O)Nc1cnn(C2CCC2)c1,v1214a,217083,5.382527,0.748131,99276,56764,5322,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,UUUBZXNFKQPYOY-QMMMGPOBSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C56764-P102,acceptable,expansion,None,z0211a,z0215a,,TRUE,red,,,,,,
C[C@H](O)CNC(=O)Nc1cnn(C2CCC2)c1,v1214b,217083,5.692557,0.650853,99288,56764,5323,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,UUUBZXNFKQPYOY-QMMMGPOBSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C56764-P104,acceptable,expansion,None,z0211a,z0215a,,TRUE,red,,,,,,
C[C@@H](O)CNC(=O)Nc1ccn(C2CCC2)n1,v1216a,217083,3.659463,0.765355,99305,56765,5324,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,GTOPDHADXIWWQI-MRVPVSSYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C56765-P104,acceptable,expansion,None,z0211a,z0215a,,TRUE,red,,,,,,
CCn1ccc(NC(=O)NC[C@H](C)O)n1,v1217a,217083,1.916533,0.75639,99355,56870,5325,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,JHRKPEKHFJFZHD-ZETCQYMHSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C56870-P102,acceptable,expansion,None,z0211a,z0215a,,TRUE,red,,,,,,
CCn1ccc(NC(=O)NC[C@H](C)O)n1,v1217b,217083,4.015626,0.717163,99371,56870,5326,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,JHRKPEKHFJFZHD-ZETCQYMHSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C56870-P104,acceptable,expansion,None,z0211a,z0215a,,TRUE,red,,,,,,
CCn1cc(NC(=O)NC[C@H](C)O)cn1,v1219a,217083,3.22479,0.810868,99378,56905,5327,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,TXDQKHUNHCSCLP-ZETCQYMHSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C56905-P104,acceptable,expansion,None,z0211a,z0215a,,TRUE,red,,,,,,
CC(C)Cn1ccc(NC(=O)NC[C@H](C)O)n1,v1220a,217083,5.195027,0.638321,99670,57242,5328,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,NXRXGNFDJJVTBO-VIFPVBQESA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217083/C57242-P104,acceptable,expansion,None,z0211a,z0215a,,TRUE,red,,,,,,
